Retailer,Retailer ID,Date,Month,Region,State,Beverage Brand,Price per Unit,Units Sold
Sodapop,1185732,11-8-2022,01,Northeast,New York,Coca-Cola,$0.60 ,"12,500"
Sodapop,1185732,11-8-2022,01,Northeast,New York,Diet Coke,$0.55 ,"10,250"
Sodapop,1185732,11-8-2022,01,Northeast,New York,Sprite,$0.50 ,"9,500"
Sodapop,1185732,11-8-2022,01,Northeast,New York,Fanta,$0.50 ,"9,250"
Sodapop,1185732,11-8-2022,01,Northeast,New York,Powerade,$0.60 ,"9,000"
Sodapop,1185732,11-8-2022,01,Northeast,New York,Dasani Water,$0.65 ,"10,750"
Sodapop,1185732,10-9-2022,01,Northeast,New York,Coca-Cola,$0.60 ,"12,000"
Sodapop,1185732,10-9-2022,01,Northeast,New York,Diet Coke,$0.55 ,"10,000"
Sodapop,1185732,10-9-2022,01,Northeast,New York,Sprite,$0.50 ,"9,250"
Sodapop,1185732,10-9-2022,01,Northeast,New York,Fanta,$0.50 ,"9,000"
Sodapop,1185732,10-9-2022,01,Northeast,New York,Powerade,$0.60 ,"9,000"
Sodapop,1185732,10-9-2022,01,Northeast,New York,Dasani Water,$0.65 ,"10,000"
Sodapop,1185732,12-10-2022,01,Northeast,New York,Coca-Cola,$0.65 ,"11,750"
Sodapop,1185732,12-10-2022,01,Northeast,New York,Diet Coke,$0.55 ,"10,000"
Sodapop,1185732,12-10-2022,01,Northeast,New York,Sprite,$0.55 ,"9,000"
Sodapop,1185732,12-10-2022,01,Northeast,New York,Fanta,$0.55 ,"8,750"
Sodapop,1185732,12-10-2022,01,Northeast,New York,Powerade,$0.65 ,"8,750"
Sodapop,1185732,12-10-2022,01,Northeast,New York,Dasani Water,$0.70 ,"10,000"
Sodapop,1185732,11-11-2022,01,Northeast,New York,Coca-Cola,$0.65 ,"11,500"
Sodapop,1185732,11-11-2022,01,Northeast,New York,Diet Coke,$0.55 ,"9,750"
Sodapop,1185732,11-11-2022,01,Northeast,New York,Sprite,$0.55 ,"9,200"
Sodapop,1185732,11-11-2022,01,Northeast,New York,Fanta,$0.55 ,"9,000"
Sodapop,1185732,11-11-2022,01,Northeast,New York,Powerade,$0.65 ,"8,750"
Sodapop,1185732,11-11-2022,01,Northeast,New York,Dasani Water,$0.70 ,"9,750"
Sodapop,1185732,10-12-2022,01,Northeast,New York,Coca-Cola,$0.65 ,"12,000"
Sodapop,1185732,10-12-2022,01,Northeast,New York,Diet Coke,$0.55 ,"10,000"
Sodapop,1185732,10-12-2022,01,Northeast,New York,Sprite,$0.55 ,"9,500"
Sodapop,1185732,10-12-2022,01,Northeast,New York,Fanta,$0.55 ,"9,000"
Sodapop,1185732,10-12-2022,01,Northeast,New York,Powerade,$0.65 ,"9,000"
Sodapop,1185732,10-12-2022,01,Northeast,New York,Dasani Water,$0.70 ,"10,000"
BevCo,1197831,2-1-2022,01,South,Texas,Coca-Cola,$0.25 ,"9,000"
BevCo,1197831,2-1-2022,01,South,Texas,Diet Coke,$0.35 ,"9,000"
BevCo,1197831,2-1-2022,01,South,Texas,Sprite,$0.35 ,"7,000"
BevCo,1197831,2-1-2022,01,South,Texas,Fanta,$0.35 ,"7,000"
BevCo,1197831,2-1-2022,01,South,Texas,Powerade,$0.40 ,"5,500"
BevCo,1197831,2-1-2022,01,South,Texas,Dasani Water,$0.35 ,"7,000"
BevCo,1197831,1-2-2022,01,South,Texas,Coca-Cola,$0.25 ,"8,500"
BevCo,1197831,1-2-2022,01,South,Texas,Diet Coke,$0.35 ,"8,500"
BevCo,1197831,1-2-2022,01,South,Texas,Sprite,$0.35 ,"6,750"
BevCo,1197831,1-2-2022,01,South,Texas,Fanta,$0.35 ,"6,250"
BevCo,1197831,1-2-2022,01,South,Texas,Powerade,$0.40 ,"5,000"
BevCo,1197831,1-2-2022,01,South,Texas,Dasani Water,$0.35 ,"7,000"
BevCo,1197831,3-3-2022,01,South,Texas,Coca-Cola,$0.30 ,"8,750"
BevCo,1197831,3-3-2022,01,South,Texas,Diet Coke,$0.40 ,"8,750"
BevCo,1197831,3-3-2022,01,South,Texas,Sprite,$0.35 ,"7,000"
BevCo,1197831,3-3-2022,01,South,Texas,Fanta,$0.40 ,"6,000"
BevCo,1197831,3-3-2022,01,South,Texas,Powerade,$0.45 ,"5,000"
BevCo,1197831,3-3-2022,01,South,Texas,Dasani Water,$0.40 ,"6,500"
BevCo,1197831,2-4-2022,01,South,Texas,Coca-Cola,$0.30 ,"9,000"
BevCo,1197831,2-4-2022,01,South,Texas,Diet Coke,$0.40 ,"9,000"
BevCo,1197831,2-4-2022,01,South,Texas,Sprite,$0.35 ,"7,250"
BevCo,1197831,2-4-2022,01,South,Texas,Fanta,$0.40 ,"6,250"
BevCo,1197831,2-4-2022,01,South,Texas,Powerade,$0.45 ,"5,250"
BevCo,1197831,2-4-2022,01,South,Texas,Dasani Water,$0.40 ,"8,000"
BevCo,1197831,2-5-2022,01,South,Texas,Coca-Cola,$0.30 ,"9,250"
BevCo,1197831,2-5-2022,01,South,Texas,Diet Coke,$0.40 ,"9,250"
BevCo,1197831,2-5-2022,01,South,Texas,Sprite,$0.35 ,"7,750"
BevCo,1197831,2-5-2022,01,South,Texas,Fanta,$0.40 ,"7,000"
BevCo,1197831,2-5-2022,01,South,Texas,Powerade,$0.45 ,"6,000"
BevCo,1197831,2-5-2022,01,South,Texas,Dasani Water,$0.40 ,"9,500"
BevCo,1197831,1-6-2022,01,South,Texas,Coca-Cola,$0.40 ,"9,500"
BevCo,1197831,1-6-2022,01,South,Texas,Diet Coke,$0.45 ,"9,500"
BevCo,1197831,1-6-2022,01,South,Texas,Sprite,$0.40 ,"8,000"
BevCo,1197831,1-6-2022,01,South,Texas,Fanta,$0.40 ,"7,500"
BevCo,1197831,1-6-2022,01,South,Texas,Powerade,$0.45 ,"6,500"
BevCo,1197831,1-6-2022,01,South,Texas,Dasani Water,$0.50 ,"10,000"
BevCo,1197831,3-7-2022,01,South,Texas,Coca-Cola,$0.40 ,"9,500"
BevCo,1197831,3-7-2022,01,South,Texas,Diet Coke,$0.45 ,"9,500"
BevCo,1197831,3-7-2022,01,South,Texas,Sprite,$0.40 ,"11,000"
BevCo,1197831,3-7-2022,01,South,Texas,Fanta,$0.40 ,"7,000"
BevCo,1197831,3-7-2022,01,South,Texas,Powerade,$0.45 ,"7,000"
BevCo,1197831,3-7-2022,01,South,Texas,Dasani Water,$0.50 ,"9,750"
BevCo,1197831,5-8-2022,01,South,Texas,Coca-Cola,$0.40 ,"9,250"
BevCo,1197831,5-8-2022,01,South,Texas,Diet Coke,$0.45 ,"9,250"
BevCo,1197831,5-8-2022,01,South,Texas,Sprite,$0.40 ,"11,000"
BevCo,1197831,5-8-2022,01,South,Texas,Fanta,$0.40 ,"6,500"
BevCo,1197831,5-8-2022,01,South,Texas,Powerade,$0.45 ,"6,500"
BevCo,1197831,5-8-2022,01,South,Texas,Dasani Water,$0.50 ,"9,000"
BevCo,1197831,2-9-2022,01,South,Texas,Coca-Cola,$0.45 ,"8,500"
BevCo,1197831,2-9-2022,01,South,Texas,Diet Coke,$0.45 ,"8,500"
BevCo,1197831,2-9-2022,01,South,Texas,Sprite,$0.50 ,"9,000"
BevCo,1197831,2-9-2022,01,South,Texas,Fanta,$0.50 ,"6,250"
BevCo,1197831,2-9-2022,01,South,Texas,Powerade,$0.45 ,"6,250"
BevCo,1197831,2-9-2022,01,South,Texas,Dasani Water,$0.55 ,"8,500"
BevCo,1197831,1-10-2022,01,South,Texas,Coca-Cola,$0.45 ,"8,000"
BevCo,1197831,1-10-2022,01,South,Texas,Diet Coke,$0.45 ,"8,000"
BevCo,1197831,1-10-2022,01,South,Texas,Sprite,$0.50 ,"7,500"
BevCo,1197831,1-10-2022,01,South,Texas,Fanta,$0.50 ,"6,000"
BevCo,1197831,1-10-2022,01,South,Texas,Powerade,$0.45 ,"5,750"
BevCo,1197831,1-10-2022,01,South,Texas,Dasani Water,$0.55 ,"7,500"
BevCo,1197831,2-11-2022,01,South,Texas,Coca-Cola,$0.45 ,"9,000"
BevCo,1197831,2-11-2022,01,South,Texas,Diet Coke,$0.45 ,"9,000"
BevCo,1197831,2-11-2022,01,South,Texas,Sprite,$0.50 ,"8,250"
BevCo,1197831,2-11-2022,01,South,Texas,Fanta,$0.50 ,"6,750"
BevCo,1197831,2-11-2022,01,South,Texas,Powerade,$0.45 ,"6,500"
BevCo,1197831,2-11-2022,01,South,Texas,Dasani Water,$0.55 ,"8,500"
BevCo,1197831,1-12-2022,01,South,Texas,Coca-Cola,$0.45 ,"9,500"
BevCo,1197831,1-12-2022,01,South,Texas,Diet Coke,$0.45 ,"9,500"
BevCo,1197831,1-12-2022,01,South,Texas,Sprite,$0.50 ,"8,500"
BevCo,1197831,1-12-2022,01,South,Texas,Fanta,$0.50 ,"7,000"
BevCo,1197831,1-12-2022,01,South,Texas,Powerade,$0.45 ,"6,500"
BevCo,1197831,1-12-2022,01,South,Texas,Dasani Water,$0.55 ,"9,000"
FizzySip,1128299,20-1-2022,01,West,California,Coca-Cola,$0.40 ,"7,750"
FizzySip,1128299,20-1-2022,01,West,California,Diet Coke,$0.50 ,"7,750"
FizzySip,1128299,20-1-2022,01,West,California,Sprite,$0.50 ,"7,750"
FizzySip,1128299,20-1-2022,01,West,California,Fanta,$0.50 ,"6,250"
FizzySip,1128299,20-1-2022,01,West,California,Powerade,$0.55 ,"5,750"
FizzySip,1128299,20-1-2022,01,West,California,Dasani Water,$0.50 ,"7,750"
FizzySip,1128299,20-2-2022,01,West,California,Coca-Cola,$0.40 ,"8,250"
FizzySip,1128299,20-2-2022,01,West,California,Diet Coke,$0.50 ,"7,250"
FizzySip,1128299,20-2-2022,01,West,California,Sprite,$0.50 ,"7,250"
FizzySip,1128299,20-2-2022,01,West,California,Fanta,$0.50 ,"5,750"
FizzySip,1128299,20-2-2022,01,West,California,Powerade,$0.55 ,"5,000"
FizzySip,1128299,20-2-2022,01,West,California,Dasani Water,$0.50 ,"7,000"
FizzySip,1128299,19-3-2022,01,West,California,Coca-Cola,$0.50 ,"8,500"
FizzySip,1128299,19-3-2022,01,West,California,Diet Coke,$0.60 ,"7,000"
FizzySip,1128299,19-3-2022,01,West,California,Sprite,$0.60 ,"7,000"
FizzySip,1128299,19-3-2022,01,West,California,Fanta,$0.60 ,"6,000"
FizzySip,1128299,19-3-2022,01,West,California,Powerade,$0.65 ,"5,000"
FizzySip,1128299,19-3-2022,01,West,California,Dasani Water,$0.60 ,"7,000"
FizzySip,1128299,20-4-2022,01,West,California,Coca-Cola,$0.60 ,"8,750"
FizzySip,1128299,20-4-2022,01,West,California,Diet Coke,$0.65 ,"6,750"
FizzySip,1128299,20-4-2022,01,West,California,Sprite,$0.65 ,"7,250"
FizzySip,1128299,20-4-2022,01,West,California,Fanta,$0.60 ,"6,250"
FizzySip,1128299,20-4-2022,01,West,California,Powerade,$0.65 ,"5,250"
FizzySip,1128299,20-4-2022,01,West,California,Dasani Water,$0.80 ,"7,000"
FizzySip,1128299,21-5-2022,01,West,California,Coca-Cola,$0.60 ,"9,000"
FizzySip,1128299,21-5-2022,01,West,California,Diet Coke,$0.65 ,"7,500"
FizzySip,1128299,21-5-2022,01,West,California,Sprite,$0.65 ,"7,500"
FizzySip,1128299,21-5-2022,01,West,California,Fanta,$0.60 ,"6,500"
FizzySip,1128299,21-5-2022,01,West,California,Powerade,$0.65 ,"5,500"
FizzySip,1128299,21-5-2022,01,West,California,Dasani Water,$0.80 ,"7,250"
FizzySip,1128299,20-6-2022,01,West,California,Coca-Cola,$0.60 ,"9,750"
FizzySip,1128299,20-6-2022,01,West,California,Diet Coke,$0.65 ,"8,250"
FizzySip,1128299,20-6-2022,01,West,California,Sprite,$0.65 ,"8,250"
FizzySip,1128299,20-6-2022,01,West,California,Fanta,$0.60 ,"7,000"
FizzySip,1128299,20-6-2022,01,West,California,Powerade,$0.65 ,"5,750"
FizzySip,1128299,20-6-2022,01,West,California,Dasani Water,$0.80 ,"8,750"
FizzySip,1128299,19-7-2022,01,West,California,Coca-Cola,$0.60 ,"10,250"
FizzySip,1128299,19-7-2022,01,West,California,Diet Coke,$0.65 ,"8,750"
FizzySip,1128299,19-7-2022,01,West,California,Sprite,$0.65 ,"8,250"
FizzySip,1128299,19-7-2022,01,West,California,Fanta,$0.60 ,"7,250"
FizzySip,1128299,19-7-2022,01,West,California,Powerade,$0.65 ,"7,750"
FizzySip,1128299,19-7-2022,01,West,California,Dasani Water,$0.80 ,"7,750"
FizzySip,1128299,20-8-2022,01,West,California,Coca-Cola,$0.65 ,"9,750"
FizzySip,1128299,20-8-2022,01,West,California,Diet Coke,$0.70 ,"9,250"
FizzySip,1128299,20-8-2022,01,West,California,Sprite,$0.65 ,"8,000"
FizzySip,1128299,20-8-2022,01,West,California,Fanta,$0.65 ,"7,500"
FizzySip,1128299,20-8-2022,01,West,California,Powerade,$0.75 ,"7,500"
FizzySip,1128299,20-8-2022,01,West,California,Dasani Water,$0.80 ,"7,250"
FizzySip,1128299,21-9-2022,01,West,California,Coca-Cola,$0.55 ,"9,250"
FizzySip,1128299,21-9-2022,01,West,California,Diet Coke,$0.60 ,"9,250"
FizzySip,1128299,21-9-2022,01,West,California,Sprite,$0.55 ,"7,750"
FizzySip,1128299,21-9-2022,01,West,California,Fanta,$0.55 ,"7,250"
FizzySip,1128299,21-9-2022,01,West,California,Powerade,$0.65 ,"7,250"
FizzySip,1128299,21-9-2022,01,West,California,Dasani Water,$0.70 ,"7,750"
FizzySip,1128299,20-10-2022,01,West,California,Coca-Cola,$0.55 ,"8,750"
FizzySip,1128299,20-10-2022,01,West,California,Diet Coke,$0.60 ,"8,750"
FizzySip,1128299,20-10-2022,01,West,California,Sprite,$0.55 ,"7,000"
FizzySip,1128299,20-10-2022,01,West,California,Fanta,$0.55 ,"6,750"
FizzySip,1128299,20-10-2022,01,West,California,Powerade,$0.65 ,"6,500"
FizzySip,1128299,20-10-2022,01,West,California,Dasani Water,$0.70 ,"7,000"
FizzySip,1128299,20-11-2022,01,West,California,Coca-Cola,$0.55 ,"8,750"
FizzySip,1128299,20-11-2022,01,West,California,Diet Coke,$0.60 ,"8,750"
FizzySip,1128299,20-11-2022,01,West,California,Sprite,$0.55 ,"7,250"
FizzySip,1128299,20-11-2022,01,West,California,Fanta,$0.55 ,"7,000"
FizzySip,1128299,20-11-2022,01,West,California,Powerade,$0.65 ,"6,500"
FizzySip,1128299,20-11-2022,01,West,California,Dasani Water,$0.70 ,"7,750"
FizzySip,1128299,19-12-2022,01,West,California,Coca-Cola,$0.55 ,"9,750"
FizzySip,1128299,19-12-2022,01,West,California,Diet Coke,$0.60 ,"9,750"
FizzySip,1128299,19-12-2022,01,West,California,Sprite,$0.55 ,"7,750"
FizzySip,1128299,19-12-2022,01,West,California,Fanta,$0.55 ,"7,750"
FizzySip,1128299,19-12-2022,01,West,California,Powerade,$0.65 ,"7,000"
FizzySip,1128299,19-12-2022,01,West,California,Dasani Water,$0.70 ,"8,000"
DreamCo,1189833,15-1-2022,01,West,California,Coca-Cola,$0.35 ,"7,000"
DreamCo,1189833,15-1-2022,01,West,California,Diet Coke,$0.45 ,"7,000"
DreamCo,1189833,15-1-2022,01,West,California,Sprite,$0.45 ,"7,000"
DreamCo,1189833,15-1-2022,01,West,California,Fanta,$0.45 ,"5,500"
DreamCo,1189833,15-1-2022,01,West,California,Powerade,$0.50 ,"5,000"
DreamCo,1189833,15-1-2022,01,West,California,Dasani Water,$0.45 ,"7,000"
DreamCo,1189833,15-2-2022,01,West,California,Coca-Cola,$0.35 ,"7,500"
DreamCo,1189833,15-2-2022,01,West,California,Diet Coke,$0.45 ,"6,500"
DreamCo,1189833,15-2-2022,01,West,California,Sprite,$0.45 ,"6,750"
DreamCo,1189833,15-2-2022,01,West,California,Fanta,$0.45 ,"5,250"
DreamCo,1189833,15-2-2022,01,West,California,Powerade,$0.50 ,"4,500"
DreamCo,1189833,15-2-2022,01,West,California,Dasani Water,$0.45 ,"6,500"
DreamCo,1189833,14-3-2022,01,West,California,Coca-Cola,$0.35 ,"8,000"
DreamCo,1189833,14-3-2022,01,West,California,Diet Coke,$0.45 ,"6,500"
DreamCo,1189833,14-3-2022,01,West,California,Sprite,$0.45 ,"6,500"
DreamCo,1189833,14-3-2022,01,West,California,Fanta,$0.45 ,"5,500"
DreamCo,1189833,14-3-2022,01,West,California,Powerade,$0.50 ,"4,250"
DreamCo,1189833,14-3-2022,01,West,California,Dasani Water,$0.45 ,"6,250"
DreamCo,1189833,15-4-2022,01,West,California,Coca-Cola,$0.45 ,"8,000"
DreamCo,1189833,15-4-2022,01,West,California,Diet Coke,$0.50 ,"6,000"
DreamCo,1189833,15-4-2022,01,West,California,Sprite,$0.50 ,"6,250"
DreamCo,1189833,15-4-2022,01,West,California,Fanta,$0.45 ,"5,250"
DreamCo,1189833,15-4-2022,01,West,California,Powerade,$0.50 ,"4,250"
DreamCo,1189833,15-4-2022,01,West,California,Dasani Water,$0.65 ,"6,000"
DreamCo,1189833,16-5-2022,01,West,California,Coca-Cola,$0.45 ,"8,000"
DreamCo,1189833,16-5-2022,01,West,California,Diet Coke,$0.50 ,"6,500"
DreamCo,1189833,16-5-2022,01,West,California,Sprite,$0.50 ,"6,500"
DreamCo,1189833,16-5-2022,01,West,California,Fanta,$0.45 ,"5,500"
DreamCo,1189833,16-5-2022,01,West,California,Powerade,$0.50 ,"4,500"
DreamCo,1189833,16-5-2022,01,West,California,Dasani Water,$0.65 ,"6,250"
DreamCo,1189833,15-6-2022,01,West,California,Coca-Cola,$0.45 ,"9,000"
DreamCo,1189833,15-6-2022,01,West,California,Diet Coke,$0.50 ,"7,500"
DreamCo,1189833,15-6-2022,01,West,California,Sprite,$0.50 ,"7,500"
DreamCo,1189833,15-6-2022,01,West,California,Fanta,$0.45 ,"6,250"
DreamCo,1189833,15-6-2022,01,West,California,Powerade,$0.50 ,"5,000"
DreamCo,1189833,15-6-2022,01,West,California,Dasani Water,$0.65 ,"8,000"
DreamCo,1189833,14-7-2022,01,West,California,Coca-Cola,$0.45 ,"9,500"
DreamCo,1189833,14-7-2022,01,West,California,Diet Coke,$0.50 ,"8,000"
DreamCo,1189833,14-7-2022,01,West,California,Sprite,$0.50 ,"7,500"
DreamCo,1189833,14-7-2022,01,West,California,Fanta,$0.45 ,"6,500"
DreamCo,1189833,14-7-2022,01,West,California,Powerade,$0.50 ,"7,000"
DreamCo,1189833,14-7-2022,01,West,California,Dasani Water,$0.65 ,"7,000"
DreamCo,1189833,15-8-2022,01,West,California,Coca-Cola,$0.50 ,"9,000"
DreamCo,1189833,15-8-2022,01,West,California,Diet Coke,$0.55 ,"8,500"
DreamCo,1189833,15-8-2022,01,West,California,Sprite,$0.50 ,"7,250"
DreamCo,1189833,15-8-2022,01,West,California,Fanta,$0.50 ,"6,750"
DreamCo,1189833,15-8-2022,01,West,California,Powerade,$0.60 ,"6,750"
DreamCo,1189833,15-8-2022,01,West,California,Dasani Water,$0.65 ,"6,500"
DreamCo,1189833,16-9-2022,01,West,California,Coca-Cola,$0.50 ,"8,500"
DreamCo,1189833,16-9-2022,01,West,California,Diet Coke,$0.55 ,"8,500"
DreamCo,1189833,16-9-2022,01,West,California,Sprite,$0.50 ,"7,000"
DreamCo,1189833,16-9-2022,01,West,California,Fanta,$0.50 ,"6,500"
DreamCo,1189833,16-9-2022,01,West,California,Powerade,$0.60 ,"6,500"
DreamCo,1189833,16-9-2022,01,West,California,Dasani Water,$0.65 ,"7,000"
DreamCo,1189833,15-10-2022,01,West,California,Coca-Cola,$0.50 ,"8,000"
DreamCo,1189833,15-10-2022,01,West,California,Diet Coke,$0.55 ,"8,000"
DreamCo,1189833,15-10-2022,01,West,California,Sprite,$0.50 ,"6,500"
DreamCo,1189833,15-10-2022,01,West,California,Fanta,$0.50 ,"6,250"
DreamCo,1189833,15-10-2022,01,West,California,Powerade,$0.60 ,"6,000"
DreamCo,1189833,15-10-2022,01,West,California,Dasani Water,$0.65 ,"6,500"
DreamCo,1189833,15-11-2022,01,West,California,Coca-Cola,$0.50 ,"8,250"
DreamCo,1189833,15-11-2022,01,West,California,Diet Coke,$0.55 ,"8,250"
DreamCo,1189833,15-11-2022,01,West,California,Sprite,$0.50 ,"6,750"
DreamCo,1189833,15-11-2022,01,West,California,Fanta,$0.50 ,"6,500"
DreamCo,1189833,15-11-2022,01,West,California,Powerade,$0.60 ,"6,000"
DreamCo,1189833,15-11-2022,01,West,California,Dasani Water,$0.65 ,"7,000"
DreamCo,1189833,14-12-2022,01,West,California,Coca-Cola,$0.50 ,"9,000"
DreamCo,1189833,14-12-2022,01,West,California,Diet Coke,$0.55 ,"9,000"
DreamCo,1189833,14-12-2022,01,West,California,Sprite,$0.50 ,"7,000"
DreamCo,1189833,14-12-2022,01,West,California,Fanta,$0.50 ,"7,000"
DreamCo,1189833,14-12-2022,01,West,California,Powerade,$0.60 ,"6,250"
DreamCo,1189833,14-12-2022,01,West,California,Dasani Water,$0.65 ,"7,250"
Sodapop,1185732,15-1-2022,01,Midwest,Illinois,Coca-Cola,$0.45 ,"4,750"
Sodapop,1185732,15-1-2022,01,Midwest,Illinois,Diet Coke,$0.45 ,"2,750"
Sodapop,1185732,15-1-2022,01,Midwest,Illinois,Sprite,$0.35 ,"2,750"
Sodapop,1185732,15-1-2022,01,Midwest,Illinois,Fanta,$0.40 ,"1,250"
Sodapop,1185732,15-1-2022,01,Midwest,Illinois,Powerade,$0.55 ,"1,750"
Sodapop,1185732,15-1-2022,01,Midwest,Illinois,Dasani Water,$0.45 ,"2,750"
Sodapop,1185732,15-2-2022,01,Midwest,Illinois,Coca-Cola,$0.45 ,"5,250"
Sodapop,1185732,15-2-2022,01,Midwest,Illinois,Diet Coke,$0.45 ,"1,750"
Sodapop,1185732,15-2-2022,01,Midwest,Illinois,Sprite,$0.35 ,"2,250"
Sodapop,1185732,15-2-2022,01,Midwest,Illinois,Fanta,$0.40 ,"1,000"
Sodapop,1185732,15-2-2022,01,Midwest,Illinois,Powerade,$0.55 ,"1,750"
Sodapop,1185732,15-2-2022,01,Midwest,Illinois,Dasani Water,$0.45 ,"2,750"
Sodapop,1185732,14-3-2022,01,Midwest,Illinois,Coca-Cola,$0.50 ,"4,950"
Sodapop,1185732,14-3-2022,01,Midwest,Illinois,Diet Coke,$0.50 ,"2,000"
Sodapop,1185732,14-3-2022,01,Midwest,Illinois,Sprite,$0.40 ,"2,250"
Sodapop,1185732,14-3-2022,01,Midwest,Illinois,Fanta,$0.45 ,750
Sodapop,1185732,14-3-2022,01,Midwest,Illinois,Powerade,$0.60 ,"1,250"
Sodapop,1185732,14-3-2022,01,Midwest,Illinois,Dasani Water,$0.50 ,"2,250"
Sodapop,1185732,15-4-2022,01,Midwest,Illinois,Coca-Cola,$0.50 ,"4,500"
Sodapop,1185732,15-4-2022,01,Midwest,Illinois,Diet Coke,$0.50 ,"1,500"
Sodapop,1185732,15-4-2022,01,Midwest,Illinois,Sprite,$0.40 ,"1,500"
Sodapop,1185732,15-4-2022,01,Midwest,Illinois,Fanta,$0.45 ,750
Sodapop,1185732,15-4-2022,01,Midwest,Illinois,Powerade,$0.60 ,"1,000"
Sodapop,1185732,15-4-2022,01,Midwest,Illinois,Dasani Water,$0.50 ,"2,250"
Sodapop,1185732,16-5-2022,01,Midwest,Illinois,Coca-Cola,$0.60 ,"4,950"
Sodapop,1185732,16-5-2022,01,Midwest,Illinois,Diet Coke,$0.55 ,"2,000"
Sodapop,1185732,16-5-2022,01,Midwest,Illinois,Sprite,$0.50 ,"1,750"
Sodapop,1185732,16-5-2022,01,Midwest,Illinois,Fanta,$0.50 ,"1,000"
Sodapop,1185732,16-5-2022,01,Midwest,Illinois,Powerade,$0.60 ,"1,250"
